,L,b1,b2,alpha_l,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,l_sec,t_p,t_w,h_w,h_F,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,fcc,fsy,fsu,esu,d_p_1_o,d_p_1_i,s_p_1_o,s_p_1_i,d_p_2_o,d_p_2_i,s_p_2_o,s_p_2_i,d_p_3_o,d_p_3_i,s_p_3_o,s_p_3_i,d_p_4_o,d_p_4_i,s_p_4_o,s_p_4_i,d_p_5_o,d_p_5_i,s_p_5_o,s_p_5_i,d_p_6_o,d_p_6_i,s_p_6_o,s_p_6_i,d_p_7_o,d_p_7_i,s_p_7_o,s_p_7_i,d_p_8_o,d_p_8_i,s_p_8_o,s_p_8_i,d_p_9_o,d_p_9_i,s_p_9_o,s_p_9_i,d_w1_1_o,d_w1_1_i,s_w1_1_o,s_w1_1_i,d_w1_2_o,d_w1_2_i,s_w1_2_o,s_w1_2_i,d_w1_3_o,d_w1_3_i,s_w1_3_o,s_w1_3_i,d_w1_4_o,d_w1_4_i,s_w1_4_o,s_w1_4_i,d_w1_5_o,d_w1_5_i,s_w1_5_o,s_w1_5_i,d_w1_6_o,d_w1_6_i,s_w1_6_o,s_w1_6_i,d_w1_7_o,d_w1_7_i,s_w1_7_o,s_w1_7_i,d_w1_8_o,d_w1_8_i,s_w1_8_o,s_w1_8_i,d_w1_9_o,d_w1_9_i,s_w1_9_o,s_w1_9_i,d_w2_1_o,d_w2_1_i,s_w2_1_o,s_w2_1_i,d_w2_2_o,d_w2_2_i,s_w2_2_o,s_w2_2_i,d_w2_3_o,d_w2_3_i,s_w2_3_o,s_w2_3_i,d_w2_4_o,d_w2_4_i,s_w2_4_o,s_w2_4_i,d_w2_5_o,d_w2_5_i,s_w2_5_o,s_w2_5_i,d_w2_6_o,d_w2_6_i,s_w2_6_o,s_w2_6_i,d_w2_7_o,d_w2_7_i,s_w2_7_o,s_w2_7_i,d_w2_8_o,d_w2_8_i,s_w2_8_o,s_w2_8_i,d_w2_9_o,d_w2_9_i,s_w2_9_o,s_w2_9_i,withMPCs,offsetmodeling,mesh_size_factor,ecu
2236,12973,34961,8034,116,0.35458971198705386,0.2635038250612113,0.433578097256375,0.13523063336754143,0.27744407757238565,1119,1486,3784,1311,0.09742113403460854,0.1047148320278067,0,0,False,False,0,0,80,600.0001329854894,850.0000967162679,0.800005865949915,30,14,200,150,30,14,200,150,30,14,200,150,30,14,200,150,30,14,200,150,30,14,200,150,30,14,200,150,30,14,200,150,30,14,200,150,10,20,100,200,10,20,100,200,10,20,100,200,10,20,100,200,10,20,100,200,10,20,100,200,10,20,100,200,10,20,100,200,10,20,100,200,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,True,True,100,-0.002515576591108743
2237,5054,12307,16493,80,0.2573552266786607,0.18115298296396526,0.3938791775396781,0.09502865486354739,0.29855315252520975,739,864,4255,441,0.26353941868206127,0.372341219991495,0,0,False,False,0,0,60,600.0002535996217,850.0002026531982,0.800002572793254,22,14,200,100,22,14,200,100,22,14,200,100,22,14,200,100,22,14,200,100,22,14,200,100,22,14,200,100,22,14,200,100,22,14,200,100,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,True,True,100,-0.0022880175327183224
2238,11996,17930,21493,112,0.08455622928257989,0.15591719747228885,0.19516557706742815,0.0830364467969576,0.44300868760920786,182,309,4167,1038,0.3160949154464051,0.33515510776799706,0,0,False,False,0,0,70,600.0004644223399,850.0003938276674,0.8000011113796843,20,16,150,200,20,16,150,200,20,16,150,200,20,16,150,200,20,16,150,200,20,16,150,200,20,16,150,200,20,16,150,200,20,16,150,200,18,22,200,150,18,22,200,150,18,22,200,150,18,22,200,150,18,22,200,150,18,22,200,150,18,22,200,150,18,22,200,150,18,22,200,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,True,True,100,-0.0024158769243143416
2239,15308,14412,20266,116,0.18894192719688324,0.2157580286313578,0.3073859146158643,0.09801809312930654,0.426733640673141,1453,568,3979,290,0.2775375443955874,0.22816710706664645,0,0,False,False,0,0,60,600.0009671416993,850.0004754509163,0.800005345315914,30,18,200,200,30,18,200,200,30,18,200,200,30,18,200,200,30,18,200,200,30,18,200,200,30,18,200,200,30,18,200,200,30,18,200,200,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,18,18,100,75,18,18,100,75,18,18,100,75,18,18,100,75,18,18,100,75,18,18,100,75,18,18,100,75,18,18,100,75,18,18,100,75,True,True,100,-0.0022880175327183224
2240,3816,31239,34985,100,0.24751537282137115,0.34070333440138645,0.25568098142095647,0.38223526335396624,0.1620390202381774,351,487,3874,1309,0.366376665636043,0.1147671029364205,0,0,False,False,0,0,45,600.0005677583084,850.0008325225637,0.8000071233721957,22,30,100,200,22,30,100,200,22,30,100,200,22,30,100,200,22,30,100,200,22,30,100,200,22,30,100,200,22,30,100,200,22,30,100,200,14,20,100,75,14,20,100,75,14,20,100,75,14,20,100,75,14,20,100,75,14,20,100,75,14,20,100,75,14,20,100,75,14,20,100,75,22,22,150,75,22,22,150,75,22,22,150,75,22,22,150,75,22,22,150,75,22,22,150,75,22,22,150,75,22,22,150,75,22,22,150,75,True,True,100,-0.002
2241,7217,22545,31067,103,0.23791099566757307,0.10288187033732304,0.2835304859136087,0.2777955130592461,0.3998812582879462,1267,229,3027,831,0.17801090236499945,0.17231843288764137,0,0,False,False,0,0,55,600.0003118015388,850.0003385956569,0.8000099495711115,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,30,26,100,100,30,26,100,100,30,26,100,100,30,26,100,100,30,26,100,100,30,26,100,100,30,26,100,100,30,26,100,100,30,26,100,100,16,26,200,150,16,26,200,150,16,26,200,150,16,26,200,150,16,26,200,150,16,26,200,150,16,26,200,150,16,26,200,150,16,26,200,150,True,True,100,-0.0021994679057750484
2242,6932,21568,9389,60,0.34293432283442915,0.08583707108196459,0.30798986189786687,0.07086013185739684,0.3377082961730802,658,1054,2899,1366,0.16739717240082558,0.2091060661028884,0,0,False,False,0,0,40,600.0002379849655,850.0009392851437,0.800005745926401,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,20,12,250,200,20,12,250,200,20,12,250,200,20,12,250,200,20,12,250,200,20,12,250,200,20,12,250,200,20,12,250,200,20,12,250,200,20,26,100,150,20,26,100,150,20,26,100,150,20,26,100,150,20,26,100,150,20,26,100,150,20,26,100,150,20,26,100,150,20,26,100,150,True,True,100,-0.002
2243,7448,17241,20741,84,0.26394560012960283,0.20651647508688353,0.1697291518672839,0.20195723505619423,0.2839782234430698,1155,1473,3164,225,0.36691086275542173,0.3233667987519301,0,0,False,False,0,0,70,600.0008351720683,850.0002349784208,0.8000022856192465,16,20,75,250,16,20,75,250,16,20,75,250,16,20,75,250,16,20,75,250,16,20,75,250,16,20,75,250,16,20,75,250,16,20,75,250,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,18,18,200,200,18,18,200,200,18,18,200,200,18,18,200,200,18,18,200,200,18,18,200,200,18,18,200,200,18,18,200,200,18,18,200,200,True,True,100,-0.0024158769243143416
2244,15191,11242,21403,63,0.0536682723325695,0.24863911030750274,0.257484326021969,0.421865555320881,0.3562827495527552,1025,1189,4960,279,0.06716358826747491,0.433629961444536,0,0,False,False,0,0,50,600.0004021834542,850.0001680843906,0.8000043935795849,20,26,150,200,20,26,150,200,20,26,150,200,20,26,150,200,20,26,150,200,20,26,150,200,20,26,150,200,20,26,150,200,20,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,14,26,150,200,18,14,75,100,18,14,75,100,18,14,75,100,18,14,75,100,18,14,75,100,18,14,75,100,18,14,75,100,18,14,75,100,18,14,75,100,True,True,100,-0.002
2245,8562,13695,14754,102,0.1120937404941953,0.22841710186038383,0.4216286857928212,0.10000124499435104,0.24295395313490997,835,1380,4313,1039,0.152024000446433,0.31730322946929024,0,0,False,False,0,0,60,600.0008319183943,850.0006136537529,0.800007343667139,16,12,250,200,16,12,250,200,16,12,250,200,16,12,250,200,16,12,250,200,16,12,250,200,16,12,250,200,16,12,250,200,16,12,250,200,26,20,100,200,26,20,100,200,26,20,100,200,26,20,100,200,26,20,100,200,26,20,100,200,26,20,100,200,26,20,100,200,26,20,100,200,16,30,100,100,16,30,100,100,16,30,100,100,16,30,100,100,16,30,100,100,16,30,100,100,16,30,100,100,16,30,100,100,16,30,100,100,True,True,100,-0.0022880175327183224
2246,14490,25199,18721,67,0.2786292456804645,0.17752055979334952,0.05038455968748696,0.33242706822683554,0.33163411179221924,810,846,2828,1090,0.41282493575983276,0.3489798487947297,0,0,False,False,0,0,40,600.0003237566686,850.0003889706406,0.8000099280248879,20,14,150,100,20,14,150,100,20,14,150,100,20,14,150,100,20,14,150,100,20,14,150,100,20,14,150,100,20,14,150,100,20,14,150,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,10,26,200,250,10,26,200,250,10,26,200,250,10,26,200,250,10,26,200,250,10,26,200,250,10,26,200,250,10,26,200,250,10,26,200,250,True,True,100,-0.002
2247,8734,25813,14914,95,0.11042174240190461,0.4498346618872134,0.3825110515247817,0.3208917023329605,0.42528319038718454,1330,560,2872,1350,0.34786807133972475,0.370392246795337,0,0,False,False,0,0,90,600.0001983932199,850.0006883705712,0.8000063259619526,14,22,250,100,14,22,250,100,14,22,250,100,14,22,250,100,14,22,250,100,14,22,250,100,14,22,250,100,14,22,250,100,14,22,250,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,True,True,100,-0.0026004968327615766
2248,7040,18146,28473,72,0.340713281033117,0.21066114216963183,0.06494139008429381,0.4191163793281833,0.21590134730005694,178,594,4138,363,0.3791976020654867,0.08842735436404661,0,0,False,False,0,0,70,600.000670951046,850.000068280247,0.8000057255378932,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,22,18,150,150,22,18,150,150,22,18,150,150,22,18,150,150,22,18,150,150,22,18,150,150,22,18,150,150,22,18,150,150,22,18,150,150,16,14,250,200,16,14,250,200,16,14,250,200,16,14,250,200,16,14,250,200,16,14,250,200,16,14,250,200,16,14,250,200,16,14,250,200,True,True,100,-0.0024158769243143416
2249,15556,19886,8483,91,0.4036935243243165,0.3275520417605603,0.15684090605490603,0.14059299213055879,0.301109814122792,788,1127,4587,1142,0.38712757309158724,0.25498602265782994,0,0,False,False,0,0,90,600.0003333803533,850.0007273499726,0.8000043986362243,14,18,250,200,14,18,250,200,14,18,250,200,14,18,250,200,14,18,250,200,14,18,250,200,14,18,250,200,14,18,250,200,14,18,250,200,22,16,100,250,22,16,100,250,22,16,100,250,22,16,100,250,22,16,100,250,22,16,100,250,22,16,100,250,22,16,100,250,22,16,100,250,14,14,200,250,14,14,200,250,14,14,200,250,14,14,200,250,14,14,200,250,14,14,200,250,14,14,200,250,14,14,200,250,14,14,200,250,True,True,100,-0.0026004968327615766
2250,4038,7725,16240,98,0.32962018969449647,0.1558446682642212,0.26330396114611654,0.07540495528805123,0.24399945399345402,1235,886,2296,241,0.38037630416917007,0.2700229390701654,0,0,False,False,0,0,80,600.0001685709332,850.0008666043985,0.8000009724528033,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,200,100,18,14,200,100,18,14,200,100,18,14,200,100,18,14,200,100,18,14,200,100,18,14,200,100,18,14,200,100,18,14,200,100,26,22,100,250,26,22,100,250,26,22,100,250,26,22,100,250,26,22,100,250,26,22,100,250,26,22,100,250,26,22,100,250,26,22,100,250,True,True,100,-0.002515576591108743
2251,3752,30830,34039,112,0.23924037592675734,0.2390072817073131,0.28091377619205443,0.12462470418905025,0.3868785148566992,280,644,2112,527,0.10301703558192739,0.2789820993965711,0,0,False,False,0,0,60,600.0002175224072,850.0001709871963,0.8000032727084271,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,20,250,250,12,20,250,250,12,20,250,250,12,20,250,250,12,20,250,250,12,20,250,250,12,20,250,250,12,20,250,250,12,20,250,250,10,20,200,100,10,20,200,100,10,20,200,100,10,20,200,100,10,20,200,100,10,20,200,100,10,20,200,100,10,20,200,100,10,20,200,100,True,True,100,-0.0022880175327183224
2252,7659,26901,15017,90,0.09879764513389713,0.3200747172483348,0.3135132477986828,0.21514592777213182,0.14811408802434275,681,1389,2656,410,0.3857921102408806,0.166120516660631,0,0,False,False,0,0,45,600.0007612428824,850.0001954730194,0.8000046895964865,12,12,200,100,12,12,200,100,12,12,200,100,12,12,200,100,12,12,200,100,12,12,200,100,12,12,200,100,12,12,200,100,12,12,200,100,14,16,150,250,14,16,150,250,14,16,150,250,14,16,150,250,14,16,150,250,14,16,150,250,14,16,150,250,14,16,150,250,14,16,150,250,12,26,100,200,12,26,100,200,12,26,100,200,12,26,100,200,12,26,100,200,12,26,100,200,12,26,100,200,12,26,100,200,12,26,100,200,True,True,100,-0.002
2253,14109,21167,19728,92,0.3120835778613671,0.39248181397762505,0.2191877909973436,0.4369860687494579,0.1527425373547446,613,706,4053,609,0.29970449503309254,0.42028037101411886,0,0,False,False,0,0,50,600.0007307554368,850.0006940060174,0.8000054754781655,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,30,250,150,12,30,250,150,12,30,250,150,12,30,250,150,12,30,250,150,12,30,250,150,12,30,250,150,12,30,250,150,12,30,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,True,True,100,-0.002
2254,12638,20853,15820,82,0.3376837404345038,0.18320690725101585,0.16515949417891776,0.11374157845586663,0.23953978577524898,537,1270,4912,1062,0.050382225795922,0.299679361756165,0,0,False,False,0,0,55,600.0007704318373,850.0006015020333,0.800006511339988,14,20,150,150,14,20,150,150,14,20,150,150,14,20,150,150,14,20,150,150,14,20,150,150,14,20,150,150,14,20,150,150,14,20,150,150,30,22,100,250,30,22,100,250,30,22,100,250,30,22,100,250,30,22,100,250,30,22,100,250,30,22,100,250,30,22,100,250,30,22,100,250,14,16,150,150,14,16,150,150,14,16,150,150,14,16,150,150,14,16,150,150,14,16,150,150,14,16,150,150,14,16,150,150,14,16,150,150,True,True,100,-0.0021994679057750484
2255,10504,23273,27126,73,0.07760136870537473,0.2515629564883612,0.4072276119696846,0.2328376766306608,0.1011558189859742,1377,679,4347,134,0.4059298246195921,0.15304474094435966,0,0,False,False,0,0,45,600.0008844577997,850.0002447082735,0.8000006103744227,14,20,150,75,14,20,150,75,14,20,150,75,14,20,150,75,14,20,150,75,14,20,150,75,14,20,150,75,14,20,150,75,14,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,14,12,100,100,14,12,100,100,14,12,100,100,14,12,100,100,14,12,100,100,14,12,100,100,14,12,100,100,14,12,100,100,14,12,100,100,True,True,100,-0.002
2256,13108,20647,29942,79,0.16517651001092684,0.4480981018184928,0.39664710676610976,0.0719071737757607,0.38592259710266985,968,1441,4344,464,0.4336681064593365,0.11665496610105548,0,0,False,False,0,0,80,600.0007928119857,850.0003410468098,0.8000020233950177,10,14,150,200,10,14,150,200,10,14,150,200,10,14,150,200,10,14,150,200,10,14,150,200,10,14,150,200,10,14,150,200,10,14,150,200,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,18,20,150,75,10,18,250,200,10,18,250,200,10,18,250,200,10,18,250,200,10,18,250,200,10,18,250,200,10,18,250,200,10,18,250,200,10,18,250,200,True,True,100,-0.002515576591108743
2257,10418,28096,34475,109,0.4363294131839457,0.4341191711952649,0.06361660299473962,0.2889287116180303,0.4177949147315464,207,917,3974,1015,0.3395195057382836,0.43448111506433995,0,0,False,False,0,0,45,600.0001435891452,850.0009401444822,0.8000070746363395,26,18,100,100,26,18,100,100,26,18,100,100,26,18,100,100,26,18,100,100,26,18,100,100,26,18,100,100,26,18,100,100,26,18,100,100,22,20,100,150,22,20,100,150,22,20,100,150,22,20,100,150,22,20,100,150,22,20,100,150,22,20,100,150,22,20,100,150,22,20,100,150,18,14,250,100,18,14,250,100,18,14,250,100,18,14,250,100,18,14,250,100,18,14,250,100,18,14,250,100,18,14,250,100,18,14,250,100,True,True,100,-0.002
2258,15923,27240,25779,75,0.19839425332208982,0.1654326967789,0.19073192395237154,0.4120241307004547,0.4286770847330025,1083,1029,3282,755,0.31118735429662403,0.2622752127224948,0,0,False,False,0,0,70,600.0008791946656,850.0002582363252,0.800007524202187,26,10,200,200,26,10,200,200,26,10,200,200,26,10,200,200,26,10,200,200,26,10,200,200,26,10,200,200,26,10,200,200,26,10,200,200,22,26,100,150,22,26,100,150,22,26,100,150,22,26,100,150,22,26,100,150,22,26,100,150,22,26,100,150,22,26,100,150,22,26,100,150,26,16,100,100,26,16,100,100,26,16,100,100,26,16,100,100,26,16,100,100,26,16,100,100,26,16,100,100,26,16,100,100,26,16,100,100,True,True,100,-0.0024158769243143416
2259,4257,12808,13905,100,0.2388205065755158,0.301069170853792,0.2902738697324702,0.3294452824649817,0.24199184409282679,1479,1127,2148,335,0.11277674448283796,0.24446718744377127,0,0,False,False,0,0,60,600.0003894725614,850.000432173355,0.8000097790668204,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,18,14,250,150,16,16,100,100,16,16,100,100,16,16,100,100,16,16,100,100,16,16,100,100,16,16,100,100,16,16,100,100,16,16,100,100,16,16,100,100,12,26,150,150,12,26,150,150,12,26,150,150,12,26,150,150,12,26,150,150,12,26,150,150,12,26,150,150,12,26,150,150,12,26,150,150,True,True,100,-0.0022880175327183224
2260,6780,18892,21072,73,0.2596989541163723,0.30904687103720596,0.24536341706924336,0.2022696845479453,0.2551150255041421,219,718,3025,419,0.3990787288648835,0.14382686086878077,0,0,False,False,0,0,55,600.0002485631496,850.0008265895851,0.8000030874657638,10,22,150,75,10,22,150,75,10,22,150,75,10,22,150,75,10,22,150,75,10,22,150,75,10,22,150,75,10,22,150,75,10,22,150,75,26,26,100,200,26,26,100,200,26,26,100,200,26,26,100,200,26,26,100,200,26,26,100,200,26,26,100,200,26,26,100,200,26,26,100,200,20,10,150,150,20,10,150,150,20,10,150,150,20,10,150,150,20,10,150,150,20,10,150,150,20,10,150,150,20,10,150,150,20,10,150,150,True,True,100,-0.0021994679057750484
2261,11494,33039,30228,92,0.3810335389746179,0.17976060407934363,0.28711248974173453,0.3205584497423797,0.3027990859028361,384,233,2893,487,0.43498540595459095,0.19742881164170117,0,0,False,False,0,0,45,600.0002931513158,850.0009661282621,0.8000087572431623,22,20,100,100,22,20,100,100,22,20,100,100,22,20,100,100,22,20,100,100,22,20,100,100,22,20,100,100,22,20,100,100,22,20,100,100,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,22,12,150,100,22,12,150,100,22,12,150,100,22,12,150,100,22,12,150,100,22,12,150,100,22,12,150,100,22,12,150,100,22,12,150,100,True,True,100,-0.002
2262,4450,34662,21590,117,0.43162593114615744,0.29311894078349404,0.18125102353406647,0.2490383946506861,0.23338129069377714,1136,1364,4367,891,0.16804458586976156,0.43509280502181297,0,0,False,False,0,0,70,600.0005363718253,850.0009854766632,0.8000067524330543,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,18,18,75,150,18,18,75,150,18,18,75,150,18,18,75,150,18,18,75,150,18,18,75,150,18,18,75,150,18,18,75,150,18,18,75,150,12,18,75,100,12,18,75,100,12,18,75,100,12,18,75,100,12,18,75,100,12,18,75,100,12,18,75,100,12,18,75,100,12,18,75,100,True,True,100,-0.0024158769243143416
2263,6529,23471,22696,110,0.3389800608562841,0.2781709373864968,0.26966991740605656,0.07515746900564206,0.36306188933411965,1495,122,4930,159,0.11693103486806643,0.23156085109855762,0,0,False,False,0,0,55,600.0005230075192,850.0009025559979,0.8000067720949827,26,12,200,200,26,12,200,200,26,12,200,200,26,12,200,200,26,12,200,200,26,12,200,200,26,12,200,200,26,12,200,200,26,12,200,200,30,16,100,200,30,16,100,200,30,16,100,200,30,16,100,200,30,16,100,200,30,16,100,200,30,16,100,200,30,16,100,200,30,16,100,200,20,12,100,150,20,12,100,150,20,12,100,150,20,12,100,150,20,12,100,150,20,12,100,150,20,12,100,150,20,12,100,150,20,12,100,150,True,True,100,-0.0021994679057750484
2264,3798,9971,34446,62,0.25822656049050075,0.29724081423183285,0.17346528332597447,0.06109011503876455,0.4145832402470685,1332,1316,3106,1468,0.21511042826118237,0.4175780136573418,0,0,False,False,0,0,50,600.0005201504777,850.0005195129644,0.8000083219688447,10,10,250,150,10,10,250,150,10,10,250,150,10,10,250,150,10,10,250,150,10,10,250,150,10,10,250,150,10,10,250,150,10,10,250,150,20,18,200,75,20,18,200,75,20,18,200,75,20,18,200,75,20,18,200,75,20,18,200,75,20,18,200,75,20,18,200,75,20,18,200,75,26,12,75,150,26,12,75,150,26,12,75,150,26,12,75,150,26,12,75,150,26,12,75,150,26,12,75,150,26,12,75,150,26,12,75,150,True,True,100,-0.002
2265,11803,23477,23386,68,0.1715150372478397,0.4223712289863879,0.35640992288540924,0.0895452230334047,0.33155033640274484,1207,289,3109,1441,0.07513837917615837,0.07185416200173951,0,0,False,False,0,0,80,600.0000218847788,850.0002868889835,0.8000065464618459,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,16,10,150,150,22,18,75,200,22,18,75,200,22,18,75,200,22,18,75,200,22,18,75,200,22,18,75,200,22,18,75,200,22,18,75,200,22,18,75,200,14,18,75,100,14,18,75,100,14,18,75,100,14,18,75,100,14,18,75,100,14,18,75,100,14,18,75,100,14,18,75,100,14,18,75,100,True,True,100,-0.002515576591108743
2266,12337,14163,21714,65,0.2527939480993153,0.12413532115646987,0.23998185240453956,0.17645518666783755,0.10603064083946624,151,1331,3409,924,0.30547177202869624,0.22805062978958923,0,0,False,False,0,0,90,600.0007372752096,850.0004057031981,0.8000031800416222,22,14,200,150,22,14,200,150,22,14,200,150,22,14,200,150,22,14,200,150,22,14,200,150,22,14,200,150,22,14,200,150,22,14,200,150,20,12,100,200,20,12,100,200,20,12,100,200,20,12,100,200,20,12,100,200,20,12,100,200,20,12,100,200,20,12,100,200,20,12,100,200,20,20,200,150,20,20,200,150,20,20,200,150,20,20,200,150,20,20,200,150,20,20,200,150,20,20,200,150,20,20,200,150,20,20,200,150,True,True,100,-0.0026004968327615766
2267,12369,19067,34373,100,0.31877150578585295,0.1554990676849161,0.271778313339206,0.12466912049308304,0.4412450938622332,263,545,2622,488,0.14606794068543733,0.4311791321940718,0,0,False,False,0,0,40,600.0004925032919,850.0009771066226,0.800000701964769,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,16,14,100,75,16,14,100,75,16,14,100,75,16,14,100,75,16,14,100,75,16,14,100,75,16,14,100,75,16,14,100,75,16,14,100,75,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,20,14,250,100,True,True,100,-0.002
2268,6187,9097,32425,67,0.4008932276795763,0.3973438978865581,0.3985989228472375,0.33334534785392556,0.3295680138258813,931,973,4182,1192,0.23318786282211162,0.18170573943543145,0,0,False,False,0,0,80,600.0002024881063,850.0003899308623,0.8000017599563721,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,10,20,200,200,10,20,200,200,10,20,200,200,10,20,200,200,10,20,200,200,10,20,200,200,10,20,200,200,10,20,200,200,10,20,200,200,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,True,True,100,-0.002515576591108743
2269,6950,9502,14618,103,0.14122038816304505,0.08094996662422616,0.32119131102049886,0.42723125604167955,0.2876516489687137,1197,1331,4880,1074,0.405140504940499,0.17586290826106893,0,0,False,False,0,0,90,600.0003270822032,850.000044009461,0.8000045619519586,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,16,12,200,250,16,12,200,250,16,12,200,250,16,12,200,250,16,12,200,250,16,12,200,250,16,12,200,250,16,12,200,250,16,12,200,250,12,16,150,250,12,16,150,250,12,16,150,250,12,16,150,250,12,16,150,250,12,16,150,250,12,16,150,250,12,16,150,250,12,16,150,250,True,True,100,-0.0026004968327615766
2270,6497,19508,33996,103,0.2283693252663524,0.36856838706584777,0.21080962611756499,0.39548496033126707,0.21631479297423697,969,653,3751,1049,0.18287400305469076,0.21795851857676424,0,0,False,False,0,0,55,600.0005349276793,850.0007731535057,0.8000024070284216,10,20,150,200,10,20,150,200,10,20,150,200,10,20,150,200,10,20,150,200,10,20,150,200,10,20,150,200,10,20,150,200,10,20,150,200,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,18,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,True,True,100,-0.0021994679057750484
2271,6864,14776,10169,88,0.3182520223163388,0.237291163115463,0.28530174450775403,0.2528736267237263,0.17075236807445332,545,565,2035,391,0.2124529378549675,0.20324388621719658,0,0,False,False,0,0,45,600.000213421788,850.0006475496108,0.8000055653987427,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,18,200,75,16,18,200,75,16,18,200,75,16,18,200,75,16,18,200,75,16,18,200,75,16,18,200,75,16,18,200,75,16,18,200,75,20,26,200,150,20,26,200,150,20,26,200,150,20,26,200,150,20,26,200,150,20,26,200,150,20,26,200,150,20,26,200,150,20,26,200,150,True,True,100,-0.002
